u:\PHYS 402\Lab 4 (D2)\SemiPlane_simulation.txt

DIFF1 GRAPHING PROGRAM: Fresdiff1.prj 

Current Date: 	10-27-2020
Current Time: 	11:41:32
Total Number of Data Points: 	10000

 Semi-Infinite Plane Diffraction Data  
 Wavelength (nm):	632.8
 Source-Obstacle Distance (m):	0.215
 Obstacle-Screen Distance (m):	1.0

X Position (cm)/	Relative Intensity
   -2.0785	  0.997419
    -2.078	  0.999614
   -2.0775	  1.001895
    -2.077	    1.0038
   -2.0765	  1.004934
    -2.076	  1.005058
   -2.0755	  1.004135
    -2.075	  1.002349
   -2.0745	  1.000065
    -2.074	  0.997762
   -2.0735	  0.995928
    -2.073	  0.994958
   -2.0725	  0.995069
    -2.072	  0.996247
   -2.0715	  0.998245
    -2.071	  1.000635
   -2.0705	  1.002895
     -2.07	  1.004523
   -2.0695	  1.005152
    -2.069	  1.004632
   -2.0685	  1.003071
    -2.068	  1.000811
   -2.0675	   0.99836
    -2.067	  0.996279
   -2.0665	  0.995049
    -2.066	  0.994963
   -2.0655	   0.99605
    -2.065	  0.998067
   -2.0645	  1.000547
    -2.064	  1.002907
   -2.0635	  1.004583
    -2.063	  1.005169
   -2.0625	  1.004515
    -2.062	  1.002767
   -2.0615	  1.000342
    -2.061	  0.997827
   -2.0605	  0.995842
     -2.06	   0.99488
   -2.0595	  0.995191
    -2.059	  0.996708
   -2.0585	  0.999059
    -2.058	  1.001656
   -2.0575	  1.003842
    -2.057	  1.005054
   -2.0565	  1.004973
    -2.056	  1.003608
   -2.0555	  1.001304
    -2.055	  0.998654
   -2.0545	  0.996352
    -2.054	  0.995007
   -2.0535	  0.994984
    -2.053	  0.996301
   -2.0525	  0.998615
    -2.052	  1.001311
   -2.0515	  1.003662
    -2.051	  1.005023
   -2.0505	  1.005016
     -2.05	   1.00363
   -2.0495	  1.001238
    -2.049	  0.998497
   -2.0485	   0.99617
    -2.048	  0.994914
   -2.0475	  0.995092
    -2.047	  0.996665
   -2.0465	  0.999195
    -2.046	  1.001965
   -2.0455	  1.004179
    -2.045	  1.005191
   -2.0445	  1.004698
    -2.044	  1.002831
   -2.0435	  1.000129
    -2.043	  0.997383
   -2.0425	  0.995409
    -2.042	  0.994801
   -2.0415	  0.995751
    -2.041	  0.997987
   -2.0405	   1.00084
     -2.04	  1.003447
   -2.0395	   1.00501
    -2.039	   1.00504
   -2.0385	  1.003516
    -2.038	    1.0009
   -2.0375	  0.997998
    -2.037	  0.995717
   -2.0365	  0.994781
    -2.036	  0.995494
   -2.0355	  0.997643
    -2.035	  1.000553
   -2.0345	  1.003295
    -2.034	  1.004985
   -2.0335	  1.005067
    -2.033	  1.003503
   -2.0325	  1.000792
    -2.032	  0.997816
   -2.0315	  0.995555
    -2.031	  0.994764
   -2.0305	  0.995718
     -2.03	  0.998109
   -2.0295	  1.001145
    -2.029	  1.003804
   -2.0285	  1.005181
    -2.028	  1.004799
   -2.0275	  1.002774
    -2.027	  0.999792
   -2.0265	  0.996877
    -2.026	  0.995041
   -2.0255	  0.994932
    -2.025	  0.996601
   -2.0245	  0.999473
    -2.024	  1.002541
   -2.0235	  1.004716
    -2.023	  1.005218
   -2.0225	  1.003853
    -2.022	  1.001101
   -2.0215	  0.997946
    -2.021	  0.995532
   -2.0205	  0.994744
     -2.02	  0.995882
   -2.0195	  0.998541
    -2.019	  1.001748
   -2.0185	  1.004317
    -2.018	  1.005285
   -2.0175	  1.004279
    -2.017	  1.001663
   -2.0165	  0.998416
    -2.016	  0.995764
   -2.0155	  0.994722
    -2.015	  0.995701
   -2.0145	  0.998337
    -2.014	  1.001624
   -2.0135	  1.004292
    -2.013	  1.005298
   -2.0125	  1.004238
    -2.012	  1.001514
   -2.0115	  0.998189
    -2.011	  0.995576
   -2.0105	  0.994719
     -2.01	  0.995972
   -2.0095	  0.998846
    -2.009	  1.002195
   -2.0085	  1.004666
    -2.008	  1.005251
   -2.0075	  1.003699
    -2.007	  1.000631
   -2.0065	    0.9973
    -2.006	  0.995078
   -2.0055	  0.994895
    -2.005	   0.99684
   -2.0045	  1.000114
    -2.004	   1.00335
   -2.0035	  1.005185
    -2.003	  1.004832
   -2.0025	  1.002428
    -2.002	  0.998986
   -2.0015	  0.995973
    -2.001	  0.994689
   -2.0005	  0.995698
      -2.0	  0.998579
   -1.9995	  1.002088
    -1.999	  1.004695
   -1.9985	  1.005251
    -1.998	  1.003497
   -1.9975	  1.000196
    -1.997	  0.996803
   -1.9965	  0.994832
    -1.996	  0.995173
   -1.9955	  0.997688
    -1.995	  1.001255
   -1.9945	  1.004265
    -1.994	  1.005345
   -1.9935	   1.00399
    -1.993	  1.000807
   -1.9925	  0.997249
    -1.992	  0.994957
   -1.9915	  0.995002
    -1.991	  0.997377
   -1.9905	  1.000987
     -1.99	  1.004145
   -1.9895	  1.005361
    -1.989	  1.004048
   -1.9885	  1.000815
    -1.988	   0.99719
   -1.9875	  0.994905
    -1.987	  0.995063
   -1.9865	  0.997605
    -1.986	  1.001313
   -1.9855	  1.004396
    -1.985	  1.005346
   -1.9845	  1.003687
    -1.984	  1.000217
   -1.9835	  0.996636
    -1.983	  0.994716
   -1.9825	  0.995419
    -1.982	   0.99841
   -1.9815	  1.002207
    -1.981	  1.004907
   -1.9805	  1.005143
     -1.98	  1.002782
   -1.9795	  0.999007
    -1.979	  0.995734
   -1.9785	   0.99464
    -1.978	  0.996299
   -1.9775	  0.999872
    -1.977	  1.003522
   -1.9765	  1.005356
    -1.976	  1.004407
   -1.9755	  1.001157
    -1.975	  0.997297
   -1.9745	  0.994856
    -1.974	  0.995132
   -1.9735	  0.997995
    -1.973	  1.001934
