u:\PHYS 402\Lab 4 (D2)\Wirerun6_04mmwidth_27mmgauge_current.txt

DAQ PROGRAM: DIFFN4.prj 

Current Date: 
10-27-2020
Current Time: 
11:17:09
Total Number of Data Points:     
501
Number of Samples per Point:    
30000
Stepper Motor Step Size (Cycles):
10
Stepper Motor Step Size (Steps): 
400
Stepper Motor Step Size (cm):    
0.01
 Start Date:  10-27-2020
 Start Time:  11:03:23

Xpos 	Iobs 	Vobs 	Robs 
        3.66975	       1.090972	      -0.002182	      -0.003998
        3.67975	       1.091109	      -0.002182	      -0.003998
        3.68975	       0.956765	      -0.001914	       -0.00373
       3.699725	       0.870122	       -0.00174	      -0.003556
       3.709725	        0.80163	      -0.001603	      -0.003419
        3.71975	       0.696053	      -0.001392	      -0.003208
        3.72975	       0.743375	      -0.001487	      -0.003303
        3.73975	       0.680706	      -0.001361	      -0.003177
       3.749725	       0.705463	      -0.001411	      -0.003227
       3.759725	       0.703929	      -0.001408	      -0.003224
        3.76975	       0.667966	      -0.001336	      -0.003152
        3.77975	       0.721401	      -0.001443	      -0.003259
        3.78975	       0.634046	      -0.001268	      -0.003084
       3.799725	       0.674517	      -0.001349	      -0.003165
       3.809725	       0.565554	      -0.001131	      -0.002947
        3.81975	       0.583514	      -0.001167	      -0.002983
        3.82975	        0.45996	       -0.00092	      -0.002736
        3.83975	       0.480877	      -0.000962	      -0.002778
        3.84975	       0.389305	      -0.000779	      -0.002595
       3.859725	       0.400062	        -0.0008	      -0.002616
        3.86975	        0.31619	      -0.000632	      -0.002448
        3.87975	       0.334577	      -0.000669	      -0.002485
        3.88975	       0.286236	      -0.000572	      -0.002389
       3.899725	       0.307224	      -0.000614	       -0.00243
       3.909725	       0.271201	      -0.000542	      -0.002358
        3.91975	       0.298275	      -0.000597	      -0.002413
        3.92975	       0.263079	      -0.000526	      -0.002342
        3.93975	       0.254622	      -0.000509	      -0.002325
        3.94975	       0.229849	       -0.00046	      -0.002276
       3.959725	       0.219875	       -0.00044	      -0.002256
        3.96975	       0.207836	      -0.000416	      -0.002232
        3.97975	        0.17884	      -0.000358	      -0.002174
        3.98975	       0.148206	      -0.000296	      -0.002112
        3.99975	       0.134491	      -0.000269	      -0.002085
       4.009725	        0.13212	      -0.000264	       -0.00208
        4.01975	       0.113607	      -0.000227	      -0.002043
        4.02975	       0.095237	       -0.00019	      -0.002007
        4.03975	       0.127004	      -0.000254	       -0.00207
       4.049725	       0.070885	      -0.000142	      -0.001958
       4.059725	       0.108951	      -0.000218	      -0.002034
        4.06975	       0.078186	      -0.000156	      -0.001972
        4.07975	       0.065885	      -0.000132	      -0.001948
        4.08975	       0.093566	      -0.000187	      -0.002003
       4.099725	       0.093594	      -0.000187	      -0.002003
       4.109725	       0.063984	      -0.000128	      -0.001944
        4.11975	       0.041862	      -0.000084	        -0.0019
        4.12975	         0.0431	      -0.000086	      -0.001902
        4.13975	       0.034161	      -0.000068	      -0.001884
       4.149725	       0.023311	      -0.000047	      -0.001863
       4.159725	       0.025786	      -0.000052	      -0.001868
        4.16975	       0.024855	       -0.00005	      -0.001866
        4.17975	       0.019411	      -0.000039	      -0.001855
        4.18975	       0.009295	      -0.000019	      -0.001835
        4.19975	        0.00947	      -0.000019	      -0.001835
       4.209725	        0.00551	      -0.000011	      -0.001827
        4.21975	      -0.002837	       0.000006	       -0.00181
        4.22975	       0.015407	      -0.000031	      -0.001847
        4.23975	      -0.000055	            0.0	      -0.001816
       4.249725	       0.010193	       -0.00002	      -0.001836
       4.259725	       0.025754	      -0.000052	      -0.001868
        4.26975	       0.030322	      -0.000061	      -0.001877
        4.27975	       0.011984	      -0.000024	       -0.00184
        4.28975	       0.022429	      -0.000045	      -0.001861
       4.299725	       0.015314	      -0.000031	      -0.001847
       4.309725	       0.013786	      -0.000028	      -0.001844
        4.31975	      -0.000301	       0.000001	      -0.001815
        4.32975	      -0.008112	       0.000016	        -0.0018
        4.33975	       0.005417	      -0.000011	      -0.001827
       4.349725	       0.010993	      -0.000022	      -0.001838
       4.359725	      -0.009486	       0.000019	      -0.001797
        4.36975	      -0.003905	       0.000008	      -0.001808
        4.37975	       -0.00821	       0.000016	        -0.0018
        4.38975	       0.017801	      -0.000036	      -0.001852
       4.399725	       0.031691	      -0.000063	      -0.001879
       4.409725	       0.021268	      -0.000043	      -0.001859
        4.41975	       0.016081	      -0.000032	      -0.001848
        4.42975	       0.020616	      -0.000041	      -0.001857
        4.43975	       0.039435	      -0.000079	      -0.001895
        4.44975	       0.036007	      -0.000072	      -0.001888
       4.459725	       0.039496	      -0.000079	      -0.001895
        4.46975	       0.017735	      -0.000035	      -0.001852
        4.47975	       0.024412	      -0.000049	      -0.001865
        4.48975	       0.019975	       -0.00004	      -0.001856
        4.49975	       0.045959	      -0.000092	      -0.001908
       4.509725	       0.046693	      -0.000093	      -0.001909
        4.51975	       0.048539	      -0.000097	      -0.001913
        4.52975	       0.039649	      -0.000079	      -0.001895
        4.53975	       0.041435	      -0.000083	      -0.001899
        4.54975	       0.058627	      -0.000117	      -0.001933
        4.55975	       0.084551	      -0.000169	      -0.001985
        4.56975	       0.084606	      -0.000169	      -0.001985
        4.57975	       0.072304	      -0.000145	      -0.001961
        4.58975	       0.068037	      -0.000136	      -0.001952
       4.599725	       0.065211	       -0.00013	      -0.001946
